Usuario|comentario|tipo emocion
Mark|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Chad|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Kyle|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Dylan|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Wendy|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Kayla|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Judith|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Reginald|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Kenneth|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Anthony|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Michael|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Stanley|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Julie|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Adriana|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Benjamin|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Nicholas|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Jesse|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Troy|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
April|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Charles|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Joan|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Jessica|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Craig|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Megan|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Amy|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Molly|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Sheryl|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Caroline|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Joshua|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Jay|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Julian|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Keith|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Sally|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Barbara|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Melissa|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Katelyn|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Jerry|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Sandra|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Emily|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Brad|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Tracy|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
William|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Chloe|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
John|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Katrina|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Karen|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Mary|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Thomas|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Kathryn|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Dustin|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Kimberly|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Austin|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Laura|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Kristen|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Anna|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Heather|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Jennifer|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Larry|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Brittany|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Deanna|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Brian|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Christina|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Crystal|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Samuel|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Natalie|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Richard|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Andrea|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Heidi|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Steven|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Elizabeth|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Theresa|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Jacob|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Kelly|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Tina|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Jeffrey|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Bryan|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Danielle|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Shelby|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
David|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Jake|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Carlos|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Erica|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
James|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Jared|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|alegre
Linda|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Lauren|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|pensativo
Jeremiah|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Zachary|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|enojado
Amanda|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|no me gusta
Hunter|Harry Kane del Liverpool hizo una entrada polémica en el cierre de la liga.|me gusta
Shelley|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|me gusta
Robert|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|alegre
Norma|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|me gusta
Ryan|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Gabriella|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|alegre
Justin|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
Nicole|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
Abigail|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
Gina|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
Omar|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Mark|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
Chad|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Kyle|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|pensativo
Dylan|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|pensativo
Wendy|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|alegre
Kayla|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
Judith|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|pensativo
Reginald|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
Kenneth|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|me gusta
Anthony|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
Michael|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Stanley|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Julie|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Adriana|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|pensativo
Benjamin|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
Nicholas|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|me gusta
Jesse|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Troy|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|me gusta
April|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
Charles|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|me gusta
Joan|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|pensativo
Jessica|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|pensativo
Craig|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|me gusta
Megan|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|alegre
Amy|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|me gusta
Molly|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|pensativo
Sheryl|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|pensativo
Caroline|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|pensativo
Joshua|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Jay|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|me gusta
Julian|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Keith|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|me gusta
Sally|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|alegre
Barbara|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|alegre
Melissa|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Katelyn|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Jerry|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Sandra|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
Emily|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|no me gusta
Brad|Kevin De Bruyne del Chelsea falló un penalti decisivo en el debut de la temporada.|enojado
